service_period,unit_number,unit_status,resident_id,resident_name,number_of_occupants,square_footage,bedrooms,days_occupied,water_usage,water_charge,sewer_usage,sewer_charge,gas_usage,gas_charge,electric_usage,electric_charge,total_charge
2023-05-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.22,25.82,27.66,47.02,18.72,24.34,61.89,9.9,107.08
2023-06-01,348,occupied,8164637,Debra Perez,4,1200,3,30,4.3,12.04,12.9,21.93,21,27.3,83.1,13.3,74.57
2023-07-01,348,occupied,8164637,Debra Perez,4,1200,3,30,7.88,22.06,23.64,40.19,13.07,16.99,96.42,15.43,94.67
2023-08-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.56,26.77,28.68,48.76,17.06,22.18,144.79,23.17,120.88
2023-09-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.48,26.54,28.44,48.35,12.55,16.32,121.54,19.45,110.66
2023-10-01,348,occupied,8164637,Debra Perez,4,1200,3,30,4.12,11.54,12.36,21.01,19.71,25.62,81.81,13.09,71.26
2023-11-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.26,25.93,27.78,47.23,22.2,28.86,102.92,16.47,118.49
2023-12-01,348,occupied,8164637,Debra Perez,4,1200,3,30,5.25,14.7,15.75,26.77,18.17,23.62,65.96,10.55,75.64
2024-01-01,348,occupied,8164637,Debra Perez,4,1200,3,30,7.22,20.22,21.66,36.82,23.92,31.1,85.82,13.73,101.87
2024-02-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.4,26.32,28.2,47.94,28.66,37.26,78.41,12.55,124.07
2024-03-01,348,occupied,8164637,Debra Perez,4,1200,3,30,4.86,13.61,14.58,24.79,28.59,37.17,147,23.52,99.09
2024-04-01,348,occupied,8164637,Debra Perez,4,1200,3,30,16.74058376,46.87,57.33253594,97.47,34.20313989,44.46,111.8829926,17.9,206.7
2024-05-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.42,26.38,28.26,48.04,14.03,18.24,64.46,10.31,102.97
2024-06-01,348,occupied,8164637,Debra Perez,4,1200,3,30,8.69,24.33,26.07,44.32,29.68,38.58,80.68,12.91,120.14
2024-07-01,348,occupied,8164637,Debra Perez,4,1200,3,30,7.34,20.55,22.02,37.43,11.57,15.04,83.1,13.3,86.32
2024-08-01,348,occupied,8164637,Debra Perez,4,1200,3,30,4.84,13.55,14.52,24.68,14.18,18.43,73.54,11.77,68.43
2024-09-01,348,occupied,8164637,Debra Perez,4,1200,3,30,9.93,27.8,29.79,50.64,21.96,28.55,67.23,10.76,117.75
2024-10-01,348,occupied,8164637,Debra Perez,4,1200,3,30,5.27,14.76,15.81,26.88,24.39,31.71,134.96,21.59,94.94
2024-11-01,348,occupied,8164637,Debra Perez,4,1200,3,30,4.42,12.38,13.26,22.54,14.13,18.37,85.27,13.64,66.93
2020-09-01,348,vacant,0,null,0,1200,3,16,0.43,1.2,1.29,2.19,0.26,0.34,0.71,0.11,3.84
2020-12-01,348,vacant,0,null,0,1200,3,19,0.59,1.65,1.77,3.01,0.43,0.56,0.26,0.04,5.26
2024-12-01,348,vacant,0,null,0,1200,3,22,0.33,0.92,0.99,1.68,0.45,0.59,3.6,0.58,3.77
2023-07-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,6.87,19.24,20.61,35.04,19.93,25.91,112.23,17.96,98.15
2023-08-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,6.92,19.38,20.76,35.29,24.7,32.11,139.25,22.28,109.06
2023-09-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,7.43,20.8,22.29,37.89,26.27,34.15,140.61,22.5,115.34
2023-10-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,7.73,21.64,23.19,39.42,11.67,15.17,100.75,16.12,92.35
2023-11-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,3.59,10.05,10.77,18.31,12.83,16.68,66.96,10.71,55.75
2023-12-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,8.73,24.44,26.19,44.52,23.87,31.03,103.53,16.56,116.55
2024-01-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,8.569899468,24,25.50952013,43.37,68.72139214,89.34,307.6329287,49.22,205.93
2024-02-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,5,14,15,25.5,22.89,29.76,144.19,23.07,92.33
2024-03-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,9.46,26.49,28.38,48.25,27.18,35.33,148.96,23.83,133.9
2024-04-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,6.25,17.5,18.75,31.88,23.71,30.82,87.08,13.93,94.13
2024-05-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,9.29,26.01,27.87,47.38,25.34,32.94,77.18,12.35,118.68
2024-06-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,7.41,20.75,22.23,37.79,26.68,34.68,127.46,20.39,113.61
2024-07-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,3.69,10.33,11.07,18.82,28.15,36.59,114.28,18.28,84.02
2024-08-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,9.02,25.26,27.06,46,19.51,25.36,128.48,20.56,117.18
2024-09-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,3.98,11.14,11.94,20.3,18.93,24.61,145.1,23.22,79.27
2024-10-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,7.42,20.78,22.26,37.84,18.66,24.26,131.45,21.03,103.91
2024-11-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,5.03,14.08,15.09,25.65,28.3,36.79,58.03,9.28,85.8
2024-12-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,7.42,20.78,22.26,37.84,25.52,33.18,105.45,16.87,108.67
2025-01-01,349,occupied,3300630,Pamela Landry,5,1200,1,30,6.08,17.02,18.24,31.01,13.51,17.56,73.97,11.84,77.43
2020-01-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,7.6,21.28,22.8,38.76,11.74,15.26,118.99,19.04,94.34
2020-02-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,5.07,14.2,15.21,25.86,17.64,22.93,125.16,20.03,83.02
2020-03-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,3.95,11.06,11.85,20.15,16.61,21.59,76.42,12.23,65.03
2020-04-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,7.89,22.09,23.67,40.24,11.74,15.26,142.14,22.74,100.33
2020-05-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,3.88,10.86,11.64,19.79,29.85,38.8,128.97,20.64,90.09
2020-06-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,3.99,11.17,11.97,20.35,22.27,28.95,76.42,12.23,72.7
2020-07-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,9.63,26.96,28.89,49.11,17.69,23,82.86,13.26,112.33
2020-08-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,6.45,18.06,19.35,32.9,28.13,36.57,94.48,15.12,102.65
2020-09-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,4.82,13.5,14.46,24.58,26.6,34.58,90.2,14.43,87.09
2020-10-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,8,22.4,24,40.8,23.34,30.34,77.49,12.4,105.94
2020-11-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,9.78,27.38,29.34,49.88,17.54,22.8,51.09,8.17,108.23
2020-12-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,6.1,17.08,18.3,31.11,28.97,37.66,106.6,17.06,102.91
2021-01-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,4.74,13.27,14.22,24.17,24.86,32.32,111.21,17.79,87.55
2021-02-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,6.2,17.36,18.6,31.62,21.4,27.82,120.46,19.27,96.07
2021-03-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,9.6,26.88,28.8,48.96,14.6,18.98,88.08,14.09,108.91
2021-04-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,8.49,23.77,25.47,43.3,27.89,36.26,75.57,12.09,115.42
2021-05-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,9.11,25.51,27.33,46.46,11.48,14.92,131.16,20.99,107.88
2021-06-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,8.68,24.3,26.04,44.27,26.22,34.09,61.4,9.82,112.48
2021-07-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,4.06,11.37,12.18,20.71,19.06,24.78,107.74,17.24,74.1
2021-08-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,7.13,19.96,21.39,36.36,15.58,20.25,143.04,22.89,99.46
2021-09-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,9.96,27.89,29.88,50.8,23.62,30.71,105.79,16.93,126.33
2021-10-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,8.57,24,25.71,43.71,18.78,24.41,81.17,12.99,105.11
2021-11-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,8.74,24.47,26.22,44.57,23.85,31.01,61.24,9.8,109.85
2021-12-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,5.71,15.99,17.13,29.12,10.49,13.64,109.39,17.5,76.25
2022-01-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,7.82,21.9,23.46,39.88,28.11,36.54,93.88,15.02,113.34
2022-02-01,349,occupied,8465686,Monica Rogers,2,1200,1,30,5.99,16.77,17.97,30.55,26.07,33.89,100.97,16.16,97.37
2022-03-01,349,vacant,0,null,0,1200,1,19,0.19,0.53,0.57,0.97,0.41,0.53,1.95,0.31,2.34
2023-05-01,349,vacant,0,null,0,1200,1,0,0,0,0,0,0,0,0,0,0
2023-06-01,349,vacant,0,null,0,1200,1,23,0,0,0,0,0.31,0.4,3.28,0.52,0.92
2020-08-01,350,occupied,6331553,Gregory Moore,3,600,1,30,9.44,26.43,28.32,48.14,21.26,27.64,52.9,8.46,110.67
2020-09-01,350,occupied,6331553,Gregory Moore,3,600,1,30,7.01,19.63,21.03,35.75,26.71,34.72,76.39,12.22,102.32
2020-10-01,350,occupied,6331553,Gregory Moore,3,600,1,30,7.36,20.61,22.08,37.54,11.37,14.78,119.51,19.12,92.05
2020-11-01,350,occupied,6331553,Gregory Moore,3,600,1,30,6.37,17.84,19.11,32.49,15.39,20.01,93.39,14.94,85.28
2020-12-01,350,occupied,6331553,Gregory Moore,3,600,1,30,6.24,17.47,18.72,31.82,11.56,15.03,136.11,21.78,86.1
2021-01-01,350,occupied,6331553,Gregory Moore,3,600,1,30,6.93,19.4,20.79,35.34,27.36,35.57,53.49,8.56,98.87
2021-02-01,350,occupied,6331553,Gregory Moore,3,600,1,30,16.59039306,46.45,78.13768415,132.83,48.22129619,62.69,106.1456915,16.98,258.95
2021-03-01,350,occupied,6331553,Gregory Moore,3,600,1,30,7.21,20.19,21.63,36.77,25.8,33.54,116.6,18.66,109.16
2021-04-01,350,occupied,6331553,Gregory Moore,3,600,1,30,6.26,17.53,18.78,31.93,21.65,28.14,86.94,13.91,91.51
2021-05-01,350,occupied,6331553,Gregory Moore,3,600,1,30,8.43,23.6,25.29,42.99,13.3,17.29,87.86,14.06,97.94
2021-06-01,350,occupied,6331553,Gregory Moore,3,600,1,30,8.44,23.63,25.32,43.04,25.53,33.19,57.23,9.16,109.02
2021-07-01,350,occupied,6331553,Gregory Moore,3,600,1,30,3.98,11.14,11.94,20.3,26.96,35.05,121.1,19.38,85.87
2021-09-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,3.8,10.64,11.4,19.38,24.83,32.28,86.46,13.83,76.13
2021-10-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,4.65,13.02,13.95,23.71,21.42,27.85,52.11,8.34,72.92
2021-11-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,3.68,10.3,11.04,18.77,25.02,32.53,50.17,8.03,69.63
2021-12-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,6.83,19.12,20.49,34.83,19.47,25.31,125.92,20.15,99.41
2022-01-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,6.86,19.21,20.58,34.99,24.78,32.21,118.69,18.99,105.4
2022-02-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,8.22,23.02,24.66,41.92,23.67,30.77,89.65,14.34,110.05
2022-03-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,6.19,17.33,18.57,31.57,27.35,35.55,58.19,9.31,93.76
2022-04-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,3.77,10.56,11.31,19.23,13.43,17.46,57.52,9.2,56.45
2022-05-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,8.2,22.96,24.6,41.82,13.16,17.11,147.17,23.55,105.44
2022-06-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,8.24,23.07,24.72,42.02,18.33,23.83,133.53,21.36,110.28
2022-07-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,5.12,14.34,15.36,26.11,13.77,17.9,90.52,14.48,72.83
2022-08-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,4.39,12.29,13.17,22.39,12.37,16.08,129.57,20.73,71.49
2022-09-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,5.6,15.68,16.8,28.56,28.71,37.32,68.26,10.92,92.48
2022-10-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,8.18,22.9,24.54,41.72,11.22,14.59,78.93,12.63,91.84
2022-11-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,5.04,14.11,15.12,25.7,21.66,28.16,65.74,10.52,78.49
2022-12-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,8.97,25.12,26.91,45.75,23.05,29.97,94.81,15.17,116.01
2023-01-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,9.72,27.22,29.16,49.57,10.42,13.55,78.37,12.54,102.88
2023-02-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,3.66,10.25,10.98,18.67,18.82,24.47,53.37,8.54,61.93
2023-03-01,350,occupied,7573913,Samantha Gibson,1,600,1,30,9.92,27.78,29.76,50.59,14.4,18.72,121.9,19.5,116.59
2023-05-01,350,occupied,9366159,Joanne Banks,3,600,1,30,6.64,18.59,19.92,33.86,14.24,18.51,89.32,14.29,85.25
2023-06-01,350,occupied,9366159,Joanne Banks,3,600,1,30,8.41,23.55,25.23,42.89,24.55,31.92,96.93,15.51,113.87
2023-07-01,350,occupied,9366159,Joanne Banks,3,600,1,30,3.26,9.13,9.78,16.63,10.93,14.21,55.17,8.83,48.8
2023-08-01,350,occupied,9366159,Joanne Banks,3,600,1,30,8.91,24.95,26.73,45.44,28,36.4,87.51,14,120.79
2023-09-01,350,occupied,9366159,Joanne Banks,3,600,1,30,5.85,16.38,17.55,29.83,12.93,16.81,127.18,20.35,83.37
2023-10-01,350,occupied,9366159,Joanne Banks,3,600,1,30,4.98,13.94,14.94,25.4,26.59,34.57,68.25,10.92,84.83
2023-11-01,350,occupied,9366159,Joanne Banks,3,600,1,30,7.65,21.42,22.95,39.02,24.2,31.46,128.92,20.63,112.53
2023-12-01,350,occupied,9366159,Joanne Banks,3,600,1,30,6.73,18.84,20.19,34.32,25.9,33.67,69.1,11.06,97.89
2024-01-01,350,occupied,9366159,Joanne Banks,3,600,1,30,4.27,11.96,12.81,21.78,27.08,35.2,119.28,19.08,88.02
2024-02-01,350,occupied,9366159,Joanne Banks,3,600,1,30,7.46,20.89,22.38,38.05,20.62,26.81,72.81,11.65,97.4
2024-03-01,350,occupied,9366159,Joanne Banks,3,600,1,30,4.01,11.23,12.03,20.45,18.91,24.58,111.49,17.84,74.1
2024-04-01,350,occupied,9366159,Joanne Banks,3,600,1,30,3.44,9.63,10.32,17.54,17.82,23.17,115.25,18.44,68.78
2024-05-01,350,occupied,9366159,Joanne Banks,3,600,1,30,9.84,27.55,29.52,50.18,16.63,21.62,130.92,20.95,120.3
2024-06-01,350,occupied,9366159,Joanne Banks,3,600,1,30,4.62,12.94,13.86,23.56,25.38,32.99,146.7,23.47,92.96
2024-07-01,350,occupied,9366159,Joanne Banks,3,600,1,30,9.32,26.1,27.96,47.53,21.27,27.65,107.06,17.13,118.41
2024-08-01,350,occupied,9366159,Joanne Banks,3,600,1,30,3.31,9.27,9.93,16.88,28.48,37.02,113.16,18.11,81.28
2024-09-01,350,occupied,9366159,Joanne Banks,3,600,1,30,7.48,20.94,22.44,38.15,23.9,31.07,135.4,21.66,111.82
2024-10-01,350,occupied,9366159,Joanne Banks,3,600,1,30,5.61,15.71,16.83,28.61,13.98,18.17,118.69,18.99,81.48
2024-11-01,350,occupied,9366159,Joanne Banks,3,600,1,30,6.36,17.81,19.08,32.44,13,16.9,91.24,14.6,81.75
2024-12-01,350,occupied,9366159,Joanne Banks,3,600,1,30,6.44,18.03,19.32,32.84,23.45,30.48,73.99,11.84,93.19
2025-01-01,350,occupied,9366159,Joanne Banks,3,600,1,30,7.26,20.33,21.78,37.03,21.62,28.11,62.1,9.94,95.41
2020-01-01,350,vacant,0,null,0,600,1,0,0,0,0,0,0,0,0,0,0
2020-02-01,350,vacant,0,null,0,600,1,11,0.22,0.62,0.66,1.12,0.35,0.45,1.35,0.22,2.41
2020-07-01,350,vacant,0,null,0,600,1,25,0.77,2.16,2.31,3.93,0.5,0.65,3.29,0.53,7.27
2021-08-01,350,vacant,0,null,0,600,1,8,0.02,0.06,0.06,0.1,0.04,0.05,0.39,0.06,0.27
2023-04-01,350,vacant,0,null,0,600,1,26,0.54,1.51,1.62,2.75,0.67,0.87,3.87,0.62,5.75
2020-01-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,9.65,27.02,28.95,49.22,25.42,33.05,73.81,11.81,121.1
2020-02-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,7.42,20.78,22.26,37.84,21.32,27.72,52.06,8.33,94.67
2020-03-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,7.54,21.11,22.62,38.45,28.47,37.01,112.91,18.07,114.64
2020-04-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,4.51,12.63,13.53,23,22.51,29.26,84.05,13.45,78.34
2020-05-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.23,14.64,15.69,26.67,24.93,32.41,92.11,14.74,88.46
2020-06-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.9,16.52,17.7,30.09,29.17,37.92,116.19,18.59,103.12
2020-07-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,4.57,12.8,13.71,23.31,10.73,13.95,99.31,15.89,65.95
2020-08-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.54,15.51,16.62,28.25,15.8,20.54,68.36,10.94,75.24
2020-09-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,8.83,24.72,26.49,45.03,28.36,36.87,136.8,21.89,128.51
2020-10-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,9.9,27.72,29.7,50.49,29.86,38.82,136.37,21.82,138.85
2020-11-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,9.42,26.38,28.26,48.04,22.87,29.73,105.36,16.86,121.01
2020-12-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.02,14.06,15.06,25.6,24.7,32.11,135.88,21.74,93.51
2021-01-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,7.19,20.13,21.57,36.67,21.99,28.59,127.4,20.38,105.77
2021-02-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,8.57,24,25.71,43.71,12.41,16.13,90.5,14.48,98.32
2021-03-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.21,14.59,15.63,26.57,10.23,13.3,144.11,23.06,77.52
2021-04-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,9.99,27.97,29.97,50.95,29.76,38.69,79.38,12.7,130.31
2021-05-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,7.36,20.61,22.08,37.54,16.92,22,120.4,19.26,99.41
2021-06-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,4.31,12.07,12.93,21.98,15.51,20.16,148.13,23.7,77.91
2021-07-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,6.1,17.08,18.3,31.11,27.56,35.83,105.19,16.83,100.85
2021-08-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,8.96,25.09,26.88,45.7,12.21,15.87,148.1,23.7,110.36
2021-09-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.65,15.82,16.95,28.82,28.3,36.79,124.86,19.98,101.41
2021-10-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.44,15.23,16.32,27.74,26.92,35,135.65,21.7,99.67
2021-11-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,7.55,21.14,22.65,38.5,24.92,32.4,94.75,15.16,107.2
2021-12-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,8.89,24.89,26.67,45.34,13.87,18.03,124.87,19.98,108.24
2022-01-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,8.13,22.76,24.39,41.46,19.74,25.66,140.08,22.41,112.29
2022-02-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,9.15,25.62,27.45,46.67,17.19,22.35,78.58,12.57,107.21
2022-03-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,8.74,24.47,26.22,44.57,12.33,16.03,61.45,9.83,94.9
2022-04-01,351,occupied,2822610,Mary Shaw,3,1200,1,30,5.45,15.26,16.35,27.8,29.8,38.74,70.31,11.25,93.05
2022-05-01,351,vacant,0,null,0,1200,1,24,0.17,0.48,0.51,0.87,0.33,0.43,0.73,0.12,1.9
2022-12-01,351,vacant,0,null,0,1200,1,21,0.61,1.71,1.83,3.11,0.16,0.21,1.29,0.21,5.24
2023-04-01,351,vacant,0,null,0,1200,1,2,0.05,0.14,0.15,0.26,0.05,0.07,0.13,0.02,0.49
2023-11-01,351,vacant,0,null,0,1200,1,1,0.01,0.03,0.03,0.05,0.03,0.04,0.15,0.02,0.14
2024-04-01,351,vacant,0,null,0,1200,1,29,0.18,0.5,0.54,0.92,0.7,0.91,4.4,0.7,3.03
2020-01-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,5.66,15.85,16.98,28.87,11.22,14.59,70.89,11.34,70.65
2020-02-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,6.58,18.42,19.74,33.56,19.67,25.57,147.56,23.61,101.16
2020-03-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,9.98,27.94,29.94,50.9,10.37,13.48,135.92,21.75,114.07
2020-04-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,7.32,20.5,21.96,37.33,18.53,24.09,136.94,21.91,103.83
2020-05-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,7.434295615,20.82,15.92755089,27.08,76.93949767,100.02,168.4641896,26.95,174.87
2020-06-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,9.3,26.04,27.9,47.43,20.75,26.98,85.52,13.68,114.13
2020-07-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,5.19,14.53,15.57,26.47,15.61,20.29,91.66,14.67,75.96
2020-08-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,4.88,13.66,14.64,24.89,23.75,30.88,84.16,13.47,82.9
2020-09-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,8.38,23.46,25.14,42.74,20.09,26.12,72.38,11.58,103.9
2020-10-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,5,14,15,25.5,20.65,26.84,66.47,10.64,76.98
2020-11-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,5.04,14.11,15.12,25.7,24.69,32.1,86.4,13.82,85.73
2020-12-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,9.4,26.32,28.2,47.94,22.63,29.42,51.85,8.3,111.98
2021-01-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,8.45,23.66,25.35,43.09,11.83,15.38,104.37,16.7,98.83
2021-02-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,3.93,11,11.79,20.04,13.25,17.23,120.24,19.24,67.51
2021-03-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,9.79,27.41,29.37,49.93,10.53,13.69,93.16,14.91,105.94
2021-04-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,6.82,19.1,20.46,34.78,21.16,27.51,96.05,15.37,96.76
2021-05-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,3.06,8.57,9.18,15.61,15.01,19.51,147.27,23.56,67.25
2021-06-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,8.66,24.25,25.98,44.17,23.22,30.19,70.55,11.29,109.9
2021-07-01,352,occupied,5841096,Carlos Perry,2,1200,2,30,6.15,17.22,18.45,31.37,22.59,29.37,100.41,16.07,94.03
2022-08-01,352,occupied,7976579,James Brown,1,1200,2,30,3.16,8.85,9.48,16.12,14.82,19.27,83.35,13.34,57.58
2022-09-01,352,occupied,7976579,James Brown,1,1200,2,30,9.74,27.27,29.22,49.67,12.37,16.08,111.26,17.8,110.82
2022-10-01,352,occupied,7976579,James Brown,1,1200,2,30,9.92,27.78,29.76,50.59,10.13,13.17,136.51,21.84,113.38
2022-11-01,352,occupied,7976579,James Brown,1,1200,2,30,5.99,16.77,17.97,30.55,23.61,30.69,108.08,17.29,95.3
2022-12-01,352,occupied,7976579,James Brown,1,1200,2,30,5.24,14.67,15.72,26.72,29.46,38.3,141.75,22.68,102.37
2023-01-01,352,occupied,7976579,James Brown,1,1200,2,30,5.92,16.58,17.76,30.19,22.76,29.59,141.87,22.7,99.06
2023-02-01,352,occupied,7976579,James Brown,1,1200,2,30,7.46,20.89,22.38,38.05,26.71,34.72,114.94,18.39,112.05
2023-03-01,352,occupied,7976579,James Brown,1,1200,2,30,4.99,13.97,14.97,25.45,29.7,38.61,131.05,20.97,99
2023-04-01,352,occupied,7976579,James Brown,1,1200,2,30,5.01,14.03,15.03,25.55,27.02,35.13,123.04,19.69,94.4
2023-05-01,352,occupied,7976579,James Brown,1,1200,2,30,5.77,16.16,17.31,29.43,28.71,37.32,117.49,18.8,101.71
2023-06-01,352,occupied,7976579,James Brown,1,1200,2,30,6.58,18.42,19.74,33.56,27.6,35.88,93.4,14.94,102.8
2023-07-01,352,occupied,7976579,James Brown,1,1200,2,30,5.2,14.56,15.6,26.52,17.47,22.71,114.97,18.4,82.19
2023-08-01,352,occupied,7976579,James Brown,1,1200,2,30,4.17,11.68,12.51,21.27,16.78,21.81,66.14,10.58,65.34
2023-09-01,352,occupied,7976579,James Brown,1,1200,2,30,6.47,18.12,19.41,33,14.18,18.43,117.67,18.83,88.38
2023-10-01,352,occupied,7976579,James Brown,1,1200,2,30,7.62,21.34,22.86,38.86,20.95,27.23,74.83,11.97,99.4
2023-11-01,352,occupied,7976579,James Brown,1,1200,2,30,9.3,26.04,27.9,47.43,17.99,23.39,64.74,10.36,107.22
2023-12-01,352,occupied,7976579,James Brown,1,1200,2,30,5.52,15.46,16.56,28.15,14.56,18.93,89.44,14.31,76.85
2024-01-01,352,occupied,7976579,James Brown,1,1200,2,30,8.63,24.16,25.89,44.01,21.19,27.55,135.58,21.69,117.41
2021-08-01,352,vacant,0,null,0,1200,2,4,0.1,0.28,0.3,0.51,0.1,0.13,0.19,0.03,0.95
2022-07-01,352,vacant,0,null,0,1200,2,0,0,0,0,0,0,0,0,0,0
2024-02-01,352,vacant,0,null,0,1200,2,26,0.54,1.51,1.62,2.75,0.31,0.4,3.7,0.59,5.25
2024-10-01,352,vacant,0,null,0,1200,2,7,0.19,0.53,0.57,0.97,0.15,0.2,1.15,0.18,1.88
2023-04-01,353,occupied,2384472,Laura Diaz,4,1200,3,30,7.37,20.64,22.11,37.59,22.96,29.85,92.73,14.84,102.92
2023-05-01,353,occupied,2384472,Laura Diaz,4,1200,3,30,5.43,15.2,16.29,27.69,19.85,25.81,50.51,8.08,76.78
